date,open,high,close,low,volume
2012-07-10,2411.003,2426.529,2406.706,2402.371,3554998400.0
2012-07-11,2402.184,2427.795,2425.572,2402.154,3762431200.0
2012-07-12,2420.036,2460.559,2449.181,2404.584,5671769100.0
2012-07-13,2441.013,2467.99,2450.633,2438.979,3672525600.0
2012-07-16,2452.595,2452.595,2399.731,2399.61,4277187000.0
2012-07-17,2391.897,2421.929,2414.201,2391.281,3342432900.0
2012-07-18,2412.062,2420.778,2414.335,2373.647,4175178800.0
2012-07-19,2407.443,2444.057,2424.322,2401.291,4694905200.0
2012-07-20,2415.71,2423.804,2398.455,2392.181,3761975400.0
2012-07-23,2379.885,2379.885,2365.431,2357.507,3239036900.0
2012-07-24,2353.22,2392.353,2375.992,2352.803,3031007900.0
2012-07-25,2368.384,2381.043,2360.083,2357.468,2489650100.0
2012-07-26,2360.134,2374.874,2347.488,2344.695,3131409400.0
2012-07-27,2353.942,2364.984,2349.108,2341.293,3109052500.0
2012-07-30,2350.782,2367.029,2335.793,2333.999,3048485100.0
2012-07-31,2336.882,2350.071,2332.922,2329.505,3209972300.0
2012-08-01,2332.129,2371.122,2358.651,2331.949,3142084800.0
2012-08-02,2354.073,2358.559,2334.882,2325.608,3151615900.0
2012-08-03,2340.25,2354.156,2353.737,2329.934,2976978500.0
2012-08-06,2350.117,2388.363,2385.611,2348.119,4182066500.0
2012-08-07,2383.257,2390.782,2388.873,2379.452,3828548900.0
2012-08-08,2390.959,2405.183,2389.795,2382.825,3781045100.0
2012-08-09,2388.43,2412.142,2411.7,2378.854,3565895100.0
2012-08-10,2409.937,2413.423,2399.751,2395.912,3470299500.0
2012-08-13,2394.504,2394.504,2351.931,2350.808,4478354600.0
2012-08-14,2352.659,2357.847,2357.016,2324.906,3985006600.0
2012-08-15,2350.022,2350.022,2331.615,2330.15,3058017600.0
2012-08-16,2327.91,2335.397,2319.67,2317.061,2590290500.0
2012-08-17,2318.432,2322.885,2313.476,2295.158,2606571700.0
2012-08-20,2294.901,2307.406,2301.788,2279.946,2740203300.0
2012-08-21,2301.932,2327.375,2313.703,2296.551,3489510000.0
2012-08-22,2315.14,2317.373,2295.586,2285.755,3170841200.0
2012-08-23,2298.18,2311.653,2302.199,2285.367,3133534200.0
2012-08-24,2295.684,2299.298,2275.677,2274.566,3186959100.0
2012-08-27,2268.485,2268.485,2228.204,2228.151,3738619100.0
2012-08-28,2226.898,2250.6,2238.411,2222.001,3377361500.0
2012-08-29,2230.199,2240.112,2214.814,2214.429,2901064800.0
